_id,singkat,hasil
3379,taksuka,tidak suka
3380,taktau,tidak tau
3381,tanggalny,tanggalnya
3382,tanggane,tetangganya
3383,tangi,bangun
3384,tangkep,tangkap
3385,tangkiny,tangkinya
3386,tanguh,tangguh
3387,tangung,tanggung
3388,tanks,terimakasih
3389,tanye,tanya
3390,tar,nanti
3391,tasih,masih
3392,taudah,tau dah
3393,taudeh,tau dah
3394,taugak,tau tidak
3395,taun,tahun
3396,taunan,tahunan
3397,taunih,tau nih
3398,tauny,taunya
3399,td,tadi
3400,tdaftar,terdaftar
3401,tdak,tidak
3402,tdi,tadi
3403,tdiny,tadinya
3404,tdinya,tadinya
3405,tdk,tidak
3406,tebakar,terbakar
3407,tebel,tebal
3408,tebengkalai,terbengkalai
3409,tegoran,teguran
3410,tejual,terjual
3411,tekape,Tempat Kejadian Perkara
3412,tekok,tanya
3413,tekon,tanya
3414,telfon,telepon
3415,telimakacih,terimakasih
3416,telp,telepon
3417,telpon,telepon
3418,telu,tiga
3419,temn,teman
3420,tenks,terimakasih
3421,tenkyu,terimakasih
3422,tentuin,tentukan
3423,terbnyak,terbanyak
3424,tereak,teriak
3425,terpangang,terpanggang
3426,tetep,tetap
3427,teteup,tetap
3428,teu,tidak
3429,tga,tega
3430,tgah,tengah
3431,tgantung,tergantung
3432,tggal,tanggal
3433,tggalan,tanggalan
3434,tggi,tinggi
3435,tggl,tanggal
3436,tggu,tunggu
3437,tgihan,tagihan
3438,tgjawab,tanggungjawab
3439,tgkat,tingkat
3440,tgl,tanggal
3441,tgn,tangan
3442,tgs,tugas
3443,thanks,terimakasih
3444,thanx,terimakasih
3445,they,mereka
3446,thn,tahun
3447,thx,terimakasih
3448,tidor,tidur
3449,tiker,tikar
3450,time,waktu
3451,timnas,tim nasional
3452,tingal,tinggal
3453,tingalen,tinggalkan saja
3454,tingalin,tinggalkan
3455,tinggl,tinggal
3456,tingi,tinggi
3457,tjawab,terjawab
3458,tjd,terjadi
3459,tkejut,terkejut
3460,tkg,tukang
3461,tki,tenaga kerja Idonesia
3462,tkp,Tempat Kejadian Perkara
3463,tkpaham,tidak paham
3464,tkpe,Tempat Kejadian Perkara
3465,tks,terimakasih
3466,tku,beli
3467,tkut,takut
3468,tkutnya,takutnya
3469,tlah,telah
3470,tlanjur,terlanjur
3471,Tlf,telepon
3472,tlg,tolong
3473,tlh,telah
3474,tlng,tolong
3475,tlong,tolong
3476,tlor,telor
3477,tlp,telepon
3478,tlpn,telepon
3479,tlpnan,teleponan
3480,tman,teman
3481,tmbah,tambah
3482,tmben,tumben
3483,tmbh,tambah
3484,tmbhan,tambahan
3485,tmbhn,tambahan
3486,tmen,teman
3487,tmenan,berteman
3488,tmenya,temannya
3489,tmn,teman
3490,tmnin,temani
3491,tmnny,temannya
3492,tmnnya,temannya
3493,tmpat,tempat
3494,tmpat2,tempat-tempat
3495,tmpatny,tempatnya
3496,tmpt,tempat
3497,tmsk,termasuk
3498,tmt,tamat
3499,tmu,temu
3500,tmukn,temukan
3501,tnang,tenang
3502,tndk,tindak
3503,tndng,tanding
3504,tng,tenang
3505,tngah,tengah
3506,tngal,tinggal
3507,tngerang,tangerang
3508,tnggal,tinggal
3509,tnggi,tinggi
3510,tnggl,tinggal
3511,tnggu,tunggu
3512,tnggung,tanggung
3513,tngh,tengah
3514,tngi,tinggi
3515,tngkap,tangkap
3516,tngkrongan,tongkrongan
3517,tngl,tinggal
3518,tngn,tangan
3519,tngrng,tangerang
3520,tngu,tunggu
3521,tnp,tanpa
3522,tnpa,tanpa
3523,tntu,tentu
3524,tny,tanya
3525,tnya,tanya
3526,tnyaen,tanyakan
3527,tnye,tanya
3528,tnykan,tanyakan
3529,tnyt,ternyata
3530,to,untuk
3531,today,hari ini
3532,tonight,malam ini
3533,tp,tetapi
3534,tpi,tapi
3535,tpt,tepat
3536,tq,terimakasih
3537,trbaik,terbaik
3538,trbang,terbang
3539,trbaru,terbaru
3540,trbng,terbang
3541,trbntuk,terbentuk
3542,trbnyk,terbanyak
3543,trbuat,terbuat
3544,trcela,tercela
3545,tresno,suka
3546,trf,tarif
3547,trget,target
3548,trgntung,tergantung
3549,trguling,terguling
3550,trhambat,terhambat
3551,trhormat,terhormat
3552,trhrmat,terhormat
3553,triak,teriak
3554,trjd,terjadi
3555,trjual,terjual
3556,trkait,terkait
3557,trkenal,terkenal
3558,trkhir,terakhir
3559,trktir,traktir
3560,trlalu,terlalu
3561,trlanjur,terlanjur
3562,trlihat,terlihat
3563,trllu,terlalu
3564,trlu,terlalu
3565,trm,terima
3566,trmasuk,termasuk
3567,trminal,terminal
3568,trminat,terminat
3569,trmksi,terimakasih
3570,trmsk,termasuk
3571,trnsaksi,transaksi
3572,trnsksi,transaksi
3573,trnyata,ternyata
3574,trnyt,ternyata
3575,trptong,terpotong
3576,trpuji,terpuji
3577,trs,terus
3578,trserah,terserah
3579,trtentu,tertentu
3580,TRUE,benar
3581,trus,terus
3582,trust,terpercaya
3583,trutama,terutama
3584,truth,kebenaran
3585,try,mencoba
3586,trz,terus
3587,tsb,tersebut
3588,ttap,tetap
3589,ttapi,tetapi
3590,ttd,tanda tangan
3591,ttng,tentang
3592,ttpi,tetapi
3593,ttwa,tertawa
3594,tu,itu
3595,tuiter,twitter
3596,tuiteran,twitteran
3597,tuiterku,twitterku
3598,tuker,tukar
3599,tukeran,bertukar
3600,tukoke,belikan
3601,tukokne,belikan
3602,tukokno,belikan
3603,tukr,tukar
3604,tuku,beli
3605,tukuen,beli saja
3606,tungu,tunggu
3607,tungulah,tunggulah
3608,tunjukan,tunjukkan
3609,tunjukin,tunjukkan
3610,turu,tidur
3611,tv,televisi
3612,twet,tweet
3613,twit,tweet
3614,twiter,twitter
3615,twiteran,twitteran
3616,u,kamu
3617,u/,untuk
3618,ud,sudah
3619,uda,sudah
3620,udah,sudah
3621,Ude,sudah
3622,udeh,sudah
3623,udh,sudah
3624,uga,tidak
3625,ugak,tidak
3626,ujan,hujan
3627,uke,oke
3628,ulngn,ulangan
3629,ultah,ulang tahun
3630,ulth,ulang tahun
3631,uncle,paman
3632,unyu,lucu
3633,unyukan,lucukan
3634,utamain,utamakan
3635,utk,untuk
3636,vacation,liburan
3637,vidio,video
3638,w,saya
3639,wadh,aduh
3640,wadoh,aduh
3641,wadon,perempuan
3642,wadu,aduh
3643,waduh,aduh
3644,wae,saja
3645,wagub,wakil gubernur
3646,wait,tunggu
3647,walaupn,walaupun
3648,want,ingin
3649,wareg,kenyang
3650,warkop,warung kopi
3651,warteg,warung tegal
3652,wat,untuk
3653,web,situs
3654,website,situs
3655,wedok,perempuan
3656,wekday,weekday
3657,wekeend,akhir pekan
3658,wekend,akhir pekan
3659,wes,sudah
3660,what,apa
3661,when,kapan
3662,where,dimana
3663,while,ketika
3664,why,kenapa
3665,win,menang
3666,wis,sudah
3667,wkt,waktu
3668,wktu,waktu
3669,wktuny,waktunya
3670,wktunya,waktunya
3671,wnita,wanita
3672,woman,wanita
3673,women,wanita
3674,wonten,ada
3675,Wontene,yang ada
3676,words,kata
3677,work,bekerja
3678,world,dunia
3679,wrn,warna
3680,wrna,warna
3681,wtf,bangsat
3682,Wuedan,edan
3683,yaolo,Ya Allah
3684,yaoloh,Ya Allah
3685,Yaowoh,Ya Allah
3686,yaud,ya sudah
3687,Yauda,ya sudah
3688,yaudah,ya sudah
3689,Yaude,ya sudah
3690,yaudeh,ya sudah
3691,yaudh,ya sudah
3692,yawdah,ya sudah
3693,yawes,ya sudah
3694,yaweslah,ya sudahlah
3695,yawlloh,Ya Allah
3696,yawloh,Ya Allah
3697,Yawoh,Ya Allah
3698,Ydh,ya sudah
3699,year,tahun
3700,yearbok,buku tahunan
3701,yearbook,buku tahunan
3702,yegak,iya tidak
3703,yes,ya
3704,yg,yang
3705,yng,yang
3706,yo,ya
3707,yoi,ya
3708,you,kamu
3709,yowes,ya sudah
3710,yoweslah,ya sudahlah
3711,yowis,ya sudah
3712,yth,yang terhormat
3713,yudeh,ya sudah
3714,yudh,ya sudah
3715,ywd,ya sudah
3716,ywdah,ya sudah
3717,ywdh,ya sudah
3718,ywdhlh,ya sudahlah
3719,ywis,ya sudah
3720,rp,rupiah
3721,aamiin,amin 
3722,adek,adik 
3723,adlh,adalah 
3724,aer,air 
3725,aiskrim,es krim 
3726,aj,saja 
3727,aja,saja 
3728,ajah,saja 
3729,ajalah,saja 
3730,aje,saja 
3731,ajh,saja 
3732,ajh,saja
3733,ajj,saja
3734,aku,saya
3735,ak,saya 
3736,akoh,saya
3737,akutu,saya
3738,aq,saya
3739,alesan,alasan 
3740,ama,sama 
3741,amaca,ah masa
3742,amuh,kamu
3743,ancur,hancur 
3744,ane,saya 
3745,anget,hangat 
3746,anjeng,anjing 
3747,ank,anak 
3748,apah,apa 
3749,aph,apa
3750,apo,apa 
3751,apose,apa
3752,apz,apa
3753,aq,saya
3754,artine,artinya 
3755,asek,asik 
3756,ati2,hati-hati 
3757,atit,sakit 
3758,atu,satu 
3759,atw,atau 
3760,ayang,sayang 
3761,ayuk,ayo 
3762,babang,abang
3763,bae,baik 
3764,bais,habis
3765,bakalan,akan 
3766,bales,balas 
3767,bandingin,bandingkan 
3768,banget,sekali 
3769,bangett,sangat 
3770,banyakin,perbanyak 
3771,barengan,bersamaan 
3772,baryaw,sabar ya
3773,baso,bakso 
3774,bay,selamat tinggal
3775,bbrp,beberapa 
3776,bc,baca 
3777,bcs,bisa 
3778,bct,bicara 
3779,bdan,badan 
3780,bdg,bandung 
3781,bdn,badan 
3782,becanda,bercanda 
3783,bedua,berdua 
3784,bego,bodoh 
3785,bekel,bekal 
3786,belom,belum 
3787,belon,belum 
3788,bener,benar 
3789,bener2,benar-benar 
3790,beneran,benar 
3791,berantem,bertengkar 
3792,berenti,berhenti 
3793,besoq,besok
3794,bete,sebal 
3795,beud,banget
3796,bg,bagi 
3797,bgd,sangat 
3798,bget,sangat 
3799,bgini,begini 
3800,bgitu,begitu 
3801,bgks,bungkus 
3802,bgm,bagaimana 
3803,bgmn,bagaimana 
3804,bgn,bangun 
3805,bgni,begini 
3806,bgntdr,bangun tidur 
3807,bgs,bagus 
3808,bgt,sangat 
3809,bgtu,begitu 
3810,bgus,bagus 
3811,bhay,selamat tinggal
3812,bhn,bahan 
3813,bhs,bahas 
3814,bhw,bahwa 
3815,bhy,bahaya 
3816,bisaa,bisa 
3817,bisya,bisa
3818,biza,bisa
3819,bj,baju 
3820,bju,baju 
3821,bk,buku 
3822,bkan,bukan 
3823,bkin,bikin 
3824,bkl,bakal 
3825,bkn,bukan 
3826,bkr,bakar 
3827,bks,bungkus 
3828,bl,beli 
3829,blajar,belajar 
3830,blg,bilang 
3831,blh,boleh 
3832,bli,beli 
3833,blik,balik 
3834,bljr,belajar 
3835,blk,balik 
3836,blkg,belakang 
3837,blkng,belakang 
3838,blkngny,belakangnya 
3839,blm,belum 
3840,bln,bulan 
3841,blng,bilang 
3842,blngn,bilang 
3843,blom,belum 
3844,bls,balas 
3845,blum,belum 
3846,bndg,bandung 
3847,bndr,bandar 
3848,bner,benar 
3849,bneran,benar 
3850,bnget,sangat 
3851,bngks,bungkus 
3852,bngng,bingung 
3853,bngt,sangat 
3854,bngun,bangun 
3855,bnr,benar 
3856,bnrbnr,benar-benar 
3857,bnrn,benar 
3858,bntar,sebentar 
3859,bntr,sebentar 
3860,bntr,sebentar
3861,bnyak,banyak 
3862,bnyk,banyak 
3863,bnykny,banyaknya 
3864,bobo,tidur 
3865,bobok,tidur 
3866,bokap,ayah 
3867,bole,boleh 
3868,boong,bohong 
3869,bosen,bosan 
3870,bpk,bapak 
3871,brani,berani 
3872,brapa,berapa 
3873,brarti,berarti 
3874,brasa,berasa 
3875,brg,barang 
3876,brgkt,berangkat 
3877,brhsl,berhasil 
3878,brjln,berjalan 
3879,brkfst,breakfast 
3880,brmslh,bermasalah 
3881,brngkt,berangkat 
3882,brp,berapa 
3883,brpa,berapa 
3884,brrti,berarti 
3885,brs,beres 
3886,brshbt,bersahabat 
3887,brsm,bersama 
3888,brthn,bertahan 
3889,brtmn,berteman 
3890,bru,baru 
3891,bs,bisa 
3892,bs,bisa
3893,bsa,bisa 
3894,bsa,bisa
3895,bsk,besok 
3896,bsk,besok
3897,bsok,besok 
3898,bsoq,besok
3899,bsr,besar 
3900,btg,batang 
3901,bth,butuh 
3902,btl,betul 
3903,btul,betul 
3904,buad,buat 
3905,buatin,buatkan 
3906,bucin,budak cinta
3907,bulcit,omong kosong
3908,bw,bawa 
3909,bwa,bawa 
3910,bwh,bawah 
3911,bwt,buat 
3912,byk,banyak 
3913,bynk,banyak 
3914,byr,bayar 
3915,cabal,sabar 
3916,cabut,pergi
3917,caiank,sayang
3918,cakep,cakap 
3919,cape,capai 
3920,capek,capai 
3921,catet,catat 
3922,cb,coba 
3923,cekola,sekolah
3924,cekolah,sekolah
3925,celalaw,selalu
3926,celalu,selalu
3927,cemungudh,semangat
3928,cemungut,semangat
3929,cemunguth,semangat
3930,cepet,cepat 
3931,cewe,cewek 
3932,cibuq,sibuk
3933,cini,sini
3934,ciyus,serius
3935,ckp,cukup 
3936,ckrg,sekarang 
3937,ckup,cukup 
3938,cll,selalu
3939,cllu,selalu
3940,cllw,selalu
3941,cm,cuma 
3942,cma,cuma 
3943,cman,hanya 
3944,cmn,hanya 
3945,cmpk,cempaka 
3946,cobaa,coba 
3947,coeg,jancuk 
3948,cowo,cowok 
3949,cpat,cepat 
3950,cpe,capek
3951,cpee,capek
3952,cpet,cepat 
3953,cpt,cepat 
3954,cptn,cepatan 
3955,crt,cerita 
3956,cth,contoh 
3957,cug,jancuk 
3958,cuk,jancuk 
3959,cuman,hanya
3960,cungguh,sungguh 
3961,cw,cewek 
3962,cwe,cewek 
3963,cwo,cowok 
3964,cyang,sayang 
3965,dah,sudah 
3966,dah,sudah
3967,dalem,dalam 
3968,dapa,ada apa
3969,dapah,ada apa
3970,dapet,dapat 
3971,dapetin,mendapatkan 
3972,dateng,datang 
3973,dberkahi,diberkahi 
3974,dblg,dibilang 
3975,dblkng,dibelakang 
3976,dbls,dibalas 
3977,dbwt,dibuat 
3978,dbyr,dibayar 
3979,de,deh 
3980,demen,suka 
3981,denger,dengar 
3982,deres,deras 
3983,dftr,daftar 
3984,dftr,daftar
3985,dg,dengan 
3986,dgn,dengan 
3987,dgr,dengar 
3988,dgrn,dengarin 
3989,dh,deh 
3990,dh,sudah
3991,didenger,didengar 
3992,didengerin,didengarkan 
3993,diem,diam 
3994,dijadiin,dijadikan 
3995,dikit,sedikit 
3996,dimance,dimana
3997,dimandose,dimana
3998,dimans,dimana
3999,dipake,dipakai 
4000,dipendem,dipendam 
4001,dirmh,di rumah 
4002,ditemenin,ditemani 
4003,djkt,di jakarta 
4004,djl,di jalan 
4005,djln,di jalan 
4006,dkat,dekat 
4007,dket,dekat 
4008,dkls,di kelas 
4009,dkmps,di kampus 
4010,dkmr,di kamar 
4011,dkntr,di kantor 
4012,dksh,dikasih 
4013,dkt,dekat 
4014,dl,dulu 
4015,dll,dan lain
4016,dlm,dalam 
4017,dlrng,dilarang 
4018,dlu,dulu 
4019,dluan,duluan 
4020,dmana,dimana 
4021,dmkn,dimakan 
4022,dmn,dimana 
4023,dmna,dimana 
4024,dmnmn,dimana-mana 
4025,dmny,dimananya 
4026,dng,dengan 
4027,dngar,dengar 
4028,dnger,dengar 
4029,dngerin,dengar 
4030,dngn,dengan 
4031,dngr,dengar 
4032,doang,saja 
4033,doank,saja 
4034,donlot,download 
4035,doyan,suka 
4036,dpan,depan 
4037,dpet,dapat 
4038,dpk,depok 
4039,dpkrkn,dipikirkan 
4040,dpn,depan 
4041,dpnrmh,depan rumah 
4042,dpt,dapat 
4043,dr,dari 
4044,drg,dokter gigi 
4045,drh,darah 
4046,dri,dari 
4047,drmh,di rumah 
4048,drmn,darimana 
4049,drpd,daripada 
4050,drtd,dari tadi
4051,drumah,di rumah
4052,dsb,dan sebagainya
4053,dsblh,di sebelah
4054,dsini,disini 
4055,dsklh,di sekolah
4056,dsni,di sini
4057,dst,dan seterusnya
4058,dtg,datang 
4059,dtgny,datangnya 
4060,dtmbh,ditambah 
4061,dtmpt,di tempat
4062,dtng,datang 
4063,duluw,dulu
4064,dy,dia 
4065,ea,ya
4066,eeq,feses 
4067,elo,kamu 
4068,emang,memang 
4069,emangnya,memangnya 
4070,emank,memang 
4071,emg,memang 
4072,emg,memang
4073,emng,memang 
4074,engga,tidak 
4075,enggak,tidak 
4076,enk,enak 
4077,entar,nanti 
4078,ente,anda 
4079,eps,episode 
4080,eteb,bosan
4081,eug,saya
4082,faham,paham 
4083,fb,facebook 
4084,fav,favorit
4085,fave,favorit
4086,g,tidak
4087,ga,tidak 
4088,ga,tidak
4089,gaada,tidak ada
4090,gabisa,tidak bisa
4091,gaboleh,tidak boleh
4092,gabut,menganggur
4093,gada,tidak ada
4094,gaenak,tidak enak
4095,gajadi,tidak jadi
4096,gajelas,tidak jelas
4097,gak,tidak 
4098,gak,tidak
4099,gakuat,tidak kuat
4100,gakz,tidak
4101,galo,galau 
4102,gamasuk,tidak masuk
4103,gamau,tidak mau
4104,gapake,tidak pakai
4105,gapapa,tidak apa-apa
4106,gapernah,tidak pernah
4107,gapunya,tidak punya
4108,garem,garam 
4109,gasuka,tidak suka
4110,gatau,tidak tahu
4111,gataw,tidak tahu
4112,gatel,gatal 
4113,gausah,tidak usah
4114,gawe,kerja 
4115,gblk,goblok
4116,gbr,gambar 
4117,gdg,gudang 
4118,gembel,jelek 
4119,gengges,ganggu
4120,ghiy,lagi
4121,gi,lagi
4122,gilak,gila 
4123,gile,gila 
4124,gitu,begitu 
4125,gituan,begitu 
4126,gituh,begitu 
4127,gituin,itu 
4128,gk,tidak 
4129,gk,gak 
4130,gk,tidak
4131,gmana,bagaimana 
4132,gmbr,gambar 
4133,gmn,bagaimana 
4134,gmna,bagaimana 
4135,gmpg,gampang 
4136,gmpng,gampang 
4137,gni,begini 
4138,gnti,ganti 
4139,gpny,tidak punya
4140,gpp,tidak apa-apa
4141,gpp,tidak apa apa
4142,gprnh,tidak pernah
4143,gr2,gara-gara 
4144,gratisan,gratis 
4145,gt,begitu 
4146,gtu,begitu 
4147,gtw,tidak tahu
4148,gua,saya 
4149,gue,saya 
4150,gue,saya
4151,gw,saya 
4152,gw,saya
4153,gws,get well soon
4154,gx,tidak
4155,hadeh,aduh 
4156,hapal,hafal
4157,haqq,hakiki 
4158,hargain,hargai 
4159,harini,hari ini
4160,hbd,happy birthday
4161,hbis,habis 
4162,hbng,hubungi 
4163,hbs,habis 
4164,hbskn,habiskan 
4165,helo,halo 
4166,heters,pembenci 
4167,hlg,hilang 
4168,hlm,halaman 
4169,hlmn,halaman 
4170,hny,hanya 
4171,hnya,hanya
4172,hqq,hakiki 
4173,hr,hari 
4174,hrg,harga 
4175,hrgny,harganya 
4176,hri,hari 
4177,hrs,harus 
4178,hrsny,harusnya 
4179,hrus,harus 
4180,hti,hati 
4181,hums,rumah
4182,humz,rumah
4183,huum,iya
4184,idiiot,idiot 
4185,idup,hidup
4186,ily,saya cinta kamu 
4187,inget,ingat 
4188,ingetin,ingatkan 
4189,ingt,ingat 
4190,istrht,istirahat 
4191,item,hitam 
4192,itumah,itu 
4193,ituu,itu 
4194,iy,iya 
4195,iy,iya
4196,iyach,iya
4197,iyain,mengiyakan 
4198,iyap,iya
4199,iyapz,iya
4200,iyoo,iya 
4201,iyup,iya
4202,iyupz,iya
4203,jadiin,jadi 
4204,jadull,jadul 
4205,jamber,jam berapa
4206,jancoeg,jancuk 
4207,jatoh,jatuh 
4208,jawabanya,jawabannya 
4209,jd,jadi 
4210,jd,jadi
4211,jdi,jadi 
4212,jdi,jadi
4213,jdny,jadinya 
4214,jdnya,jadinya 
4215,jdwl,jadwal 
4216,jem,jam 
4217,jg,juga 
4218,jg,juga
4219,jga,juga 
4220,jga,juga
4221,jgan,jangan 
4222,jglh,jagalah 
4223,jgn,jangan 
4224,jgn,jangan
4225,jgnjgn,jangan-jangan 
4226,jing,anjing 
4227,jink,anjing 
4228,jk,jika 
4229,jkrt,jakarta 
4230,jkt,jakarta 
4231,jl,jalan 
4232,jln,jalan 
4233,jm,jam 
4234,jmbtn,jembatan 
4235,jml,jumlah 
4236,jmlh,jumlah 
4237,jmpt,jemput 
4238,jmt,jumat 
4239,jng,jangan 
4240,jngan,jangan 
4241,jngan,jangan
4242,jngn,jangan 
4243,jngn,jangan
4244,jpn,jepang 
4245,jrg,jarang 
4246,jrng,jarang 
4247,jwb,jawab 
4248,jwbn,jawaban 
4249,jwbny,jawabannya 
4250,kacian,kasihan
4251,kagak,tidak 
4252,kaka,kakak
4253,kalee,kali 
4254,kaleyan,kalian
4255,kalo,kalau 
4256,kalu,kalau
4257,kamsud,maksud 
4258,kaos/mug/jaket, 
4259,karna,karena 
4260,karoke,karaoke 
4261,kasian,kasihan 
4262,kau,kamu 
4263,kau,kamu
4264,kayak,mirip 
4265,kayanya,kayaknya 
4266,kbnykn,kebanyakan 
4267,kbr,kabar 
4268,kbtln,kebetulan 
4269,kbykn,kebanyakan 
4270,kdg,kadang 
4271,kdng,kadang 
4272,kdpn,ke depan
4273,kebawa,terbawa 
4274,kecakepan,kecakapan 
4275,keknya,sepertinya 
4276,kelaperan,kelaparan 
4277,kelar,selesai 
4278,keles,kali
4279,keliatan,kelihatan 
4280,kemaren,kemarin 
4281,kenapah,kenapa
4282,kenape,kenapa 
4283,kenaps,kenapa
4284,kenapz,kenapa
4285,kenceng,kencang 
4286,kepengen,ingin 
4287,kepngn,ingin 
4288,kepo,ingin tahu
4289,kerikil,kerikil 
4290,kesampean,kesampaian 
4291,kesel,kesal 
4292,kesian,kasihan 
4293,ketawa,tertawa 
4294,keujanan,kehujanan 
4295,keyen,keren
4296,kga,tidak 
4297,kgak,tidak 
4298,kgk,tidak 
4299,khabar,kabar 
4300,khan,kan 
4301,khan,kan
4302,khanz,kan
4303,khsny,khususnya 
4304,khwtr,khawatir 
4305,kirimin,kirimkan 
4306,kite,kita 
4307,kk,kakak 
4308,kk,kakak
4309,kl,kalau 
4310,klau,kalau 
4311,klh,kalah 
4312,kli,kali 
4313,klmpk,kelompok 
4314,klo,kalau 
4315,klo,kalau
4316,klp,kelompok 
4317,kls,kelas 
4318,klu,kalau 
4319,kluar,keluar 
4320,klw,kalau 
4321,klw,kalau
4322,km,kamu 
4323,km,kamu
4324,kmaren,kemarin 
4325,kmi,kami 
4326,kmn,kemana 
4327,kmna,kemana 
4328,kmpret,kampret 
4329,kmps,kamus 
4330,kmr,kamar 
4331,kmren,kemarin 
4332,kmrin,kemarin 
4333,kmrn,kemarin 
4334,kmrn,kemarin
4335,kmu,kamu 
4336,kmu,kamu
4337,kn,kan 
4338,kna,kena 
4339,knapa,kenapa 
4340,kngen,kangen 
4341,knl,kenal 
4342,knp,kenapa 
4343,knp,kenapa
4344,knpa,kenapa 
4345,kntr,kantor 
4346,knyng,kenyang 
4347,konsen,konsentrasi 
4348,koq,kok 
4349,koq,kok
4350,kosan,kost 
4351,kowe,kamu 
4352,kpala,kepala 
4353,kpan,kapan 
4354,kpan,kapan
4355,kpd,kepada 
4356,kpgn,ingin 
4357,kpn,kapan 
4358,kpn,kapan
4359,kpngn,ingin 
4360,krg,kurang 
4361,krikil,kerikil 
4362,krja,kerja 
4363,krmh,ke rumah
4364,krn,karena 
4365,krna,karena 
4366,krng,kurang 
4367,krupuk,kerupuk 
4368,ksh,kasih 
4369,ksian,kasihan 
4370,ksih,kasih 
4371,ksmptn,kesempatan 
4372,ksn,kesana 
4373,kt,kita 
4374,kta,kita 
4375,ktdrn,ketiduran 
4376,ktemu,ketemu 
4377,ktmpt,ke tempat
4378,ktmu,ketemu 
4379,ktny,katanya 
4380,ktnya,katanya 
4381,ktr,kantor 
4382,kuq,kok
4383,kuy,ayo
4384,kw,kamu
4385,kyak,seperti 
4386,kyaknya,sepertinya 
4387,kyanya,sepertinya 
4388,kyk,seperti 
4389,kyk,kayak 
4390,kykny,sepertinya 
4391,kyknya,sepertinya 
4392,kyny,sepertinya 
4393,kzl,kesal 
4394,kzl,kesal
4395,laen,lain 
4396,laff,cinta
4397,lagian,lagi 
4398,lam,salam
4399,laper,lapar 
4400,lb,lembar 
4401,lbh,lebih 
4402,lbih,lebih 
4403,leh,boleh
4404,lelaahh,lelah 
4405,lemes,lemas 
4406,lg,lagi 
4407,lgi,lagi 
4408,lgkp,lengkap 
4409,lgs,langsung 
4410,lgsg,langsung 
4411,lgsng,langsung 
4412,lgsung,langsung 
4413,liatin,lihat 
4414,lm,lama 
4415,lmyn,lumayan 
4416,lngkp,lengkap 
4417,lngsg,langsung 
4418,lngsng,langsung 
4419,lngsung,langsung 
4420,lnjt,lanjut 
4421,lnsg,langsung 
4422,lnsng,langsung 
4423,lo,kamu 
4424,lo,kamu
4425,loe,kamu 
4426,loe,kamu
4427,lom,belum
4428,lov,cinta
4429,love,cinta
4430,low,kalau
4431,lp,lupa
4432,lpngn,lapangan 
4433,lpr,lapar 
4434,lsg,langsung 
4435,lu,kamu 
4436,lu,kamu
4437,luchu,lucu
4438,lum,belum
4439,lun,belum
4440,luthu,lucu
4441,luv,cinta
4442,lvl,level 
4443,lw,kamu
4444,lwt,lewat 
4445,maaci,terima kasih
4446,maacih,terima kasih
4447,maap,maaf
4448,maen,main 
4449,mager,malas bergerak
4450,makaci,terima kasih
4451,makana,karena itu
4452,makasi,terima kasih
4453,makasihhh,terima kasih
4454,make,pakai 
4455,makn,makan 
4456,malem,malam 
4457,malem2,malam-malam 
4458,malming,malam minggu
4459,mamah,mama 
4460,mamam,makan 
4461,mampet,mampat 
4462,mane,mana 
4463,maneh,mana 
4464,manggil,panggil 
4465,mano,mana 
4466,mantep,mantap 
4467,masakin,masakan 
4468,mateng,matang 
4469,maw,mau
4470,mcm,macam 
4471,mct,macet 
4472,mdg,lebih baik
4473,mdgn,baikan 
4474,mdh,mudah 
4475,mdpt,mendapat 
4476,melulu,selalu 
4477,mendingan,lebih baik
4478,menyempurnakan, 
4479,merhatiin,memperhatikan 
4480,mesen,pesan 
4481,mgkn,mungkin 
4482,mhs,mahasiswa 
4483,mhsw,mahasiswa 
4484,miapa,demi apa
4485,miapah,demi apa
4486,mikirin,memikirkan 
4487,milih,pilih 
4488,minjem,pinjam 
4489,misal'a,misalnya
4490,mk,maka 
4491,mka,maka 
4492,mkan,makan 
4493,mkanan,makanan 
4494,mkanya,makanya 
4495,mkn,makan 
4496,mknan,makanan 
4497,mkny,maka itu
4498,mksd,maksud 
4499,mksdny,maksudnya 
4500,mksdnya,maksudnya 
4501,mksdq,maksudku 
4502,mksh,terima kasih
4503,mksih,terima kasih
4504,mlah,malah 
4505,mlm,malam 
4506,mls,malas 
4507,mmg,memang 
4508,mn,mana 
4509,mna,mana 
4510,mndg,lebih baik
4511,mndgn,lebih baik
4512,mndgr,mendengar 
4513,mndi,mandi 
4514,mnding,lebih baik
4515,mndptkn,mendapatkan 
4516,mng,menang 
4517,mnrt,menurut 
4518,mnsempurnakan, 
4519,mnt,minta 
4520,mnta,minta 
4521,mntp,mantap 
4522,mnum,minum 
4523,mnyakitiku,menyakitiku 
4524,mnyngkn,menyenangkan 
4525,mo,mau 
4526,moga,semoga 
4527,mosok,masa 
4528,mreka,mereka 
4529,mrh,marah 
4530,mrk,mereka 
4531,ms,mas 
4532,msg,masing 
4533,msh,masih 
4534,msih,masih 
4535,msk,masuk 
4536,mski,meski 
4537,mskipun,meskipun 
4538,mskn,masakan 
4539,msl,misal 
4540,mslh,masalah 
4541,msti,harus 
4542,muke,muka 
4543,mulu,terus 
4544,musti,harus 
4545,muup,maaf
4546,mu'uv,maaf
4547,mw,mau 
