,Title,Ingredients,Steps,Loves,URL,clean_teks
4,Telur ceplok masak kecap,4 butir telur--4 siung bwng merah--2 siung bwng putih--1 buah tomat--4 buah cabe merah besar--secukupnya Kecap bango--,"Ceplok telur lalu sisihkan--Iris tipis dua bwng,cabe dan tomat--Panaskan minyak tumis bmbu sampai harum--Tambahkan kecapmasukan telur tambahkan air sampai bmbu meresap--Angkat dan sajikan dengn nasi panas--",0,/id/resep/4473512-telur-ceplok-masak-kecap,butir telur siung bwng merah siung bwng putih buah tomat buah cabai merah kecap bango
5,Sambal telur ayam,1/2 kg telur--6 cabe merah besar--10 cabe rawit--Sejumput lada--Garam--Gula putih--Kecap manis--3 bawang putih--6 bawang merah--,"Rebus telur lalu kupas dan goreng--Rebus cabe merah, rawit, bawang putih, bawang merah, tomat--Lalu haluskan lada garam, dan bumbu yg di rebus tadi--Tumis bumbu sampai harum masukkan penyedab rasa dan gula, aduk rata. Masukkan air matang sedikit lalu masukkan kecap manis sesuai selera dan telur. Tunggu sampai air menyusut. Icip rasa--Sajikan--",6,/id/resep/4473513-sambal-telur-ayam,telur cabai merah cabai rawit jumput lada garam gula putih kecap manis bawang putih bawang merah
6,Telur Dadar Padang,"3 btr telur ayam(lebih enak pakai telur bebek)--4 sdm kelapa parut,sangrai(asli : 3 sdm)--2 sdm tepung beras,larutkan dengan sedikit air--1/2 lbr daun kunyit,buang tulangnya,iris halus(skip)--2 btg daun bawang,iris halus--Secukupnya garam dan kaldu bubuk(optional)--Bumbu halus :--3 bh cabe merah,giling/iris halus(aku tambah 5 bh cabe rawit)--5 btr bawang merah--3 siung bawang putih--1/2 ruas kunyit--1 sdt kari bubuk(aku pakai Baba's)--1 sdt ketumbar bubuk--1/2 sdt lada bubuk--","Kocok telur sebentar saja,jika kelamaan telurnya kempes saat didadar.--Masukkan bumbu halus,aduk rata.--Tambahkan bahan lainnya,beri garam dan kaldu bubuk,tes rasa.--Panaskan wajan datar anti lengket dengan api besar,beri minyak goreng secukupnya.--Setelah minyak panas,tuang kocokan telur,kecilkan api,tutup wajan.--Jika sudah kokoh,balik telur dan masak sisi lainnya hingga matang.--Angkat dan tiriskan.--Sajikan saat masih hangat dengan nasi panas..lamakk banaa..ngga perlu sambel lagi..karna ini udah pedess..😰😰--",39,/id/resep/4473259-telur-dadar-padang,btr telur ayam enak pakai telur bebek sdm kelapa parut sangrai asli sdm sdm tepung beras larut air libur daun kunyit buang tulang iris halus skip batang daun bawang iris halus garam kaldu bubuk pilih bumbu halus bh cabai merah giling iris halus bh cabai rawit btr bawang merah siung bawang putih ruas kunyit sdt kari bubuk pakai baba s sdt ketumbar bubuk sdt lada bubuk
7,Ceplok Telor saus Asam Manis,"2 btr telur--1 ruas wortel iris korek api--1 siung bwg putih geprek cacah halus--1/2 siung bwg bombay iris tipis--1 sdm saus tomat--1 sdm saus sambel--Sejumput garam, merica n kaldu bubuk--Seujung sdt gula--30 ml air--","Ceplok telur sisihkan--Tumis bwg putih n bwg bombay sampai harum lalu masukkan wortel, tumis sampai agak layu--Kecilkan api, tambahkan air n masukkan duo saus serta bumbu perasa lain--Aduk rata n masak sampai meletup letup, lalu guyurkan k telur ceplok--",5,/id/resep/4472169-ceplok-telor-saus-asam-manis,btr telur ruas wortel iris korek api siung bwg putih geprek cacah halus siung bwg bombay iris tipis sdm saus tomat sdm saus sambal jumput garam merica n kaldu bubuk ujung sdt gula ml air
8,Potatoes cheese with egg,"250 gr kentang kupas dan potong bulat"" goreng setengah matang--2 bh sosis potong bulat--50 ml susu segar--50 gr keju cheedar parut--50 gr keju mozarela parut--3 butir telur kocok--lada dan garamsecukupnya--","Siapkan cetak tahan panas olesi dgn mentega, uk 12 cm--Tata kentang goreng dipinggan sampai tertutup semua--Kocokan telur bumbui dgn lada dan garam secukupnya, kocok rata tambahkan susu segar, sisihkan--Kentang yg sdh diatur dipinggan atasnya taburi dgn keju cheedar, potongan sosis, dan keju mozarela, terakhir tuangkan kocokan telur susu--Oven selama 20 mnt dgn suhu 180 derajat, jgn lupa panaskan oven lebih dahulu--Siap disajikan dgn saoce sambal tomat--",4,/id/resep/4473136-potatoes-cheese-with-egg,gr kentang kupas potong bulat goreng matang bh sosis potong bulat ml susu segar gr keju cheedar parut gr keju mozarela parut butir telur kocok lada garamsecukupnya
9,TTKK (tahu telur timun tauge kuah kacang),1 butir telur--1 tahu--secukupnya Timun--secukupnya Tauge--Kuah kacang :--Kacang tanah disangrai--Bawang merah--Bawang putih--Cabe kering--Cabe rawit--Gula merah--,"Goreng tahu dan telur, rebus tauge.--Potong2 timun sesuai selera--Tata telur pada piring, potong tahu taruh diatas telur tadi lalu tauge dan timun lalu airam kuah kacang--TTKK siap disantap--",0,/id/resep/4473231-ttkk-tahu-telur-timun-tauge-kuah-kacang,butir telur timun tauge kuah kacang kacang tanah sangrai bawang merah bawang putih cabai kering cabai rawit gula merah
10,Semur kering telur kentang,2-4 butir telur--2 buah kentang--3 siung bawang merah--3 siung bawang putih--secukupnya Kemiri--3 buah cabai merah (sesuai selera)--secukupnya Air--secukupnya Gula pasir--secukupnya Lada bubuk--Penyedap makanan--secukupnya Kecap--1 daun salam--,"Potong kentang sesuai selera dan rebus bersama dengan telur.--Selagi menunggu kentang dan telur di rebus. Haluskan bawang merah, bawang putih, cabai, kemiri, dan lada.--Setelah kentang dan telur selesai direbus. Kupas telurnya--Goreng kentang dan telur yang sudah di rebus sebentar saja.--Tumis bumbu yang sudah di haluskan sampai harum. Kemudian tambahkan daun salam dan air.--Setelah mendidih masukan telur dan kentangnya. Tambahkan kecap secukupnya.--Tambahkan gula & penyedap rasa, aduk-aduk.--Tutup panci sambil sesekali di lihat sampai kuahnya hilang dan meresap.--Semur kering telur kentang sudah bisa di hidangkan!--",7,/id/resep/4473208-semur-kering-telur-kentang,butir telur buah kentang siung bawang merah siung bawang putih kemiri buah cabai merah sesuai air gula pasir lada bubuk sedap makan kecap daun salam
11,Kari tahu telur kentang,"4 butir telur rebus--4 buah tahu, potong 8 bagian lalu goreng berkulit--2 buah kentang, potong 4 bagian--1 bks santan kara ukuran kecil--1000 ml air / kaldu--5 buah cengek utuh (tambahan dari saya)--Haluskan :--1 buah cabe merah buang biji--5 siung bawang merah--2 siung bawang putih--1 sdm bumbu kari instant--2 butir kemiri--1/4 sdt ketumbar--1/2 sdt merica bubuk--1/8 sdt pala bubuk--2 ruas jari kunyit--Rempah cemplung--1 batang sereh, geprek--2 cm lengkuas--1 cm jahe--2 lembar daun jeruk--1 lembar daun salam--Secukupnya asam jawa--Garam / kaldu bubuk--Gula pasir--","Tumis bumbu halus dan rempah cemplung hingga harum dan matang--Masukan kentang. Aduk rata--Beri air. Setelah agak mendidih masukan telur, tahu dan rawit utuh--Bumbui garam dan gula pasir--Setelah didih, masukan santan, aduk sesekali--Angkat, sajikan dengan pelengkap--",5,/id/resep/4471788-kari-tahu-telur-kentang,butir telur rebus buah potong goreng kulit buah kentang potong bungkus santan kara ukur ml air kaldu buah cengek utuh tambah halus buah cabai merah buang biji siung bawang merah siung bawang putih sdm bumbu kari instant butir kemiri sdt ketumbar sdt merica bubuk sdt pala bubuk ruas jari kunyit rempah cemplung batang sereh geprek lengkuas jahe lembar daun jeruk lembar daun salam asam jawa garam kaldu bubuk gula pasir
12,Buncis Cah Telur,20 bh buncis iris tipis2--4 siung bawang putih cincang--1/4 bawang Bombay iris halus--2 bh cabe merah iris halus--5 bh bakso iris tipis / bs ganti dgn sosis--secukupnya Kaldu Ayam--secukupnya Air panas--1-2 btr telur--,"Tunis bawang putih, bawang Bombay, cabe merah sampai wangi Masukkan bakso atau sosis oseng2.--Masukkan bunci yang sudah di iris, oseng sampai berubah warns, Masukkan sedikit air panas biar kan sampai agak matang, Masukkan bumbu penyedap Dan tes rasa.--Terakhir, tepikan buncisnya Dan Masukkan Telurnya, oseng2 Telur kemudian balurkan dengan buncisnya.--Selamat mencoba :)--",6,/id/resep/4472404-buncis-cah-telur,bh buncis iris tipis siung bawang putih cincang bawang bombay iris halus bh cabai merah iris halus bh bakso iris tipis ganti sosis kaldu ayam air panas btr telur
0,Orek tempe manis pedas super simple,Tempe (saya beli 3000 saja)--3 buah cabe gendot--3 buah cabe keriting--3 buah cabe rawit merah--2 siung bawang merah--1 siung bawang putih--Kecap--Saus tiram--Saus tomat--Kaldu bubuk--Garam--Gula--,"Potong2 tempe sesuai selera lalu goreng sebentar.--Tumis duo bawang dan semua cabe (cabe bisa sesuai selera ya pedesnya suka segimana) sampai harum. Masukkan tempe, kecap, saus tiram, saus tomat, kaldu bubuk, gulgar, dan tambahkan air satu gelas belimbing. Aduk2 dan tutup wajan.--Saat air sudah menyusut dan kuah kecap mengental. Cek rasa. Klo sudah oke. Matikan api. Sajikan. (Klo aku suka airnya sedikit sekali 😋). Selamat mencoba !--",7,/id/resep/4474061-orek-tempe-manis-pedas-super-simple,tempe beli buah cabai gendot buah cabai keriting buah cabai rawit merah siung bawang merah siung bawang putih kecap saus tiram saus tomat kaldu bubuk garam gula
1,Terik ayam tempe telor,4 sayap ayam--4 buah telor--1/2 papan tempe--Bumbu halus:--5 siung bawang merah--4 siung bawang putih--2 butir kemiri--1/2 sdm ketumbar--secukupnya Garam--Bumbu lain:--2 cm lengkuas--1 lembar daun salam--1 batang sereh--secukupnya Gula jawa--Bawang goreng--Minyak untuk menumis--1 bungkus santan kara--secukupnya Air--5 buah cabe rawit--,"Cuci sayap ayam kemudian sisihkan. Rebus telur dan kupas. Sisihkan. Potong tempe sesuai selera. Sisihkan.--Panaskan minyak langsung di dalam panci. Tumis sereh, daun salam, dan lengkuas. Setelah beberapa saat masukkan bumbu halus. Tumis sampai berbau harum. Kemudian masukkan air dan gula jawa dan cabe rawit. Jika air sudah mendidih, masukkan sayap ayam dan telor. Masukkan tempe belakangan. Tunggu beberapa saat sampai ayam empuk (karena pakai sayap ayam, jadi tidak begitu lama). Jika ayam sudah empuk masukkan santan kara. Tunggu beberapa saat. Sesuaikan rasa. Matikan api, dan taburkan bawang goreng.--Terik siap dinikmati dengan nasi hangat dan kerupun 😁--",6,/id/resep/4474066-terik-ayam-tempe-telor,sayap ayam buah telur papan tempe bumbu halus siung bawang merah siung bawang putih butir kemiri sdm ketumbar garam bumbu lengkuas lembar daun salam batang sereh gula jawa bawang goreng minyak tum bungkus santan kara air buah cabai rawit
2,Penyet Tempe Sambel Korek Kemangi,2 buah tempe--1 genggam Daun kemangi--15 cabe rawit--2 siung bawang putih--Gula--Garam--,"Iris tempe jd beberapa potong, bumbui dg bawang putih dan garam. Goreng sampai kering--Ulek cabe rawit dan 1 siung bawang putih ukuran besar tambah gula garam sesuai selera--Setelah halus tuang minyak goreng panas bekas goreng tempe td--Penyet tempe diatas sambel dan beri daun kemangi--Tempe penyet siap disantap 😋😋😋--",8,/id/resep/4473809-penyet-tempe-sambel-korek-kemangi,buah tempe genggam daun kemangi cabai rawit siung bawang putih gula garam
3,Nugget tempe,"1 papan tempe dihaluskan(saya kukus dlu)--1 buah wortel (parut kasar)--2 batang daun bawang (di iris kasar)--1 butir telur--3 butir bawang merah (di iris lalu di goreng)--3 butir bawang putih (di haluskan)--5 sdm tepung terigu--Secukupnya garam,lada & penyedap rasa--secukupnya Tepung panir--secukupnya Minyak goreng--","Campur tempe,wortel,daun bawang & bumbu yg sudah dihaluskan,beri garam,lada & penyedap rasa,tes rasa lalu masukkan telur--Bentuk adonan sesuai selera lalu gulingkan di tepung panir--Goreng hingga matang--Sajikan dengan saos sambal--",8,/id/resep/4473715-nugget-tempe,papan tempe halus kukus buah wortel parut kasar batang daun bawang iris kasar butir telur butir bawang merah iris goreng butir bawang putih halus sdm tepung terigu garam lada sedap tepung panir minyak goreng
4,Tempe tepung sajiku,1 potong tempe 3000--1 bngkus sajiku tepung serbaguna--secukupnya Air--Minyak untuk manggoreng--,Potong tempe tipis2--Tuang tepung lalu beri air secukupnya--Panaskan minyak tunggu sampai panas--Masukan satu persatu--Tempe kedalam tepung sampai adonan habis--Angkat tiriskan dan sajikan dengan cabe rawit--,1,/id/resep/4473463-tempe-tepung-sajiku,potong tempe bngkus saji tepung serbaguna air minyak manggoreng
5,Patty Tempe,"250 gram tempe, kukus, haluskan--150 gram daging sapi/ ayam (sy: 200 gr daging sapi)--5 sdm tepung panir (sy: tepung kobe putih)--2 butir telur--1 buah bawang bombay ukuran sedang, potong kotak kecil--4 siung bawang putih, memarkan lalu cincang--1/4 sdt merica bubuk--1/2 sdt garam--","Ini tepung kobe putih yg sy pakai.--Campur semua bahan dalam wadah.--Ulen hingga semua tercampur rata. Adonan menjadi padat. Tes rasa.--Bentuk bulat lalu pipihkan. Timbang per adonan bila perlu.--Siapkan teflon, beri 2 sdm minyak goreng, panaskan. Masukkan adonan. Masak hingga bagian bawah adonan kecoklatan, lalu balik, masak kembali hingga kecoklatan. Angkat, dinginkan, siap untuk isian burger. Atau mau dimakan gitu aja di cocol saus sambal jg enakkk.--Bila akan di simpan di freezer, sebaiknya panggang di teflon setengah matang, biarkan dingin, lalu masukkan dalam wadah tertutup atau plastik. (sengaja sy simpan 1 buah selama 2 minggu, setelah di goreng ttp oke rasanya).--Selamat Mencoba 😃--",9,/id/resep/4469642-patty-tempe,gram tempe kukus halus gram daging sapi ayam gr daging sapi sdm tepung panir tepung kobe putih butir telur buah bawang bombay ukur potong kotak siung bawang putih memar cincang sdt merica bubuk sdt garam
6,Orek tempe basah bumbu ulek (recook),"1 papan tempe, potong sesuai selera (sy 1/2 papan tempe+4 tahu)--3 cabe ijo, iris (sy lombok merah utuh)--Secukupnya kecap manis--Secukupnya gula, garam, penyedap (sy garam aja)--Secukupnya air--Bumbu halus:--5 butir bawang merah--2 siung bawang putih--1/2 buah tomat--3 cabe merah keriting/cabe rawit (sy skip)--2 butir kemiri--1/4 sdt ketumbar--","Goreng tempe setengah matang, angkat, tiriskan dan sisihkan.--Panaskan secukupnya minyak, tumis bumbu sampai layu dan harum. Tambahkan air, biarkan mendidih. Tambahkan kecap, lombok dan garam, aduk rata. Tambahkan tempe, aduk rata. Koreksi rasa. Angkat.--Siap disajikan.--",6,/id/resep/4473253-orek-tempe-basah-bumbu-ulek-recook,papan tempe potong sesuai papan tempe cabai hijau iris lombok merah utuh kecap manis gula garam sedap garam air bumbu halus butir bawang merah siung bawang putih buah tomat cabai merah keriting cabai rawit skip butir kemiri sdt ketumbar
7,Perkedel Tempe,"1/2 potong papan tempe (haluskan dgn sedikit air)--bumbu halus: ulek kasar--6 siung bawang merah--2 siung bawang putih--2 cabai rawit--1 sdt ketumbar bubuk--secukupnya garam, ebi--1/2 bungkus tepung racik bakwan--","Campurkan adonan tempe basah dengan bumbu halus, aduk rata--Panaskan wajan dgn minyak, tuang adonan per 1 sendok makan sampai adonan habis--Goreng adonan sampai berwarna kekuningan--",1,/id/resep/4473022-perkedel-tempe,potong papan tempe halus air bumbu halus ulek kasar siung bawang merah siung bawang putih cabai rawit sdt ketumbar bubuk garam ebi bungkus tepung racik bakwan
8,Perkedel Tempe,"300 g tempe--1 butir telur, kocok lepas--1 btg daun bawang, iris2--1 sdt seledri, iris halus--Secukupnya gula, garam, lada bubuk--Bumbu yg digoreng/ditumis & dihaluskan:--3 siung bawang putih--4 buah bawang merah--","Potong2 tempe, dan kukus selama 25 menit.--Haluskan tempe dan masukkan semua bumbu, aduk rata.--Bentuk tempe sesuai selera. Saya pakai sendok sayur untuk mencetaknya.--Selanjutnya goreng diapi sedang sampai kekuningan.--",11,/id/resep/4448262-perkedel-tempe,tempe butir telur kocok lepas batang daun bawang iris sdt seledri iris halus gula garam lada bubuk bumbu goreng tum halus siung bawang putih buah bawang merah
9,Nugget Tempe Simple,"1 papan tempe--1 buah wortel--1 butir telur (kocok lepas)--5 siung bawang merah--2 siung bawang putih--2 batang daun bawang--1 sdt garam--Secukupnya: tepung terigu, merica, tepung roti & kaldu bubuk--","Haluskan bawang merah, bawang putih, merica, garam & kaldu bubuk. Tambahkan tempe, uleg sampai lembut--Potong2 daun bawang & parut wortel menggunakan parutan keju, siapkan baskom--Masukkan semua bahan dalam baskom kecuali telur & tepung roti. Tambahkan air & terigu, aduk rata. Masukkan dalam loyang & kukus selama 30 menit--Angkat, setelah dingin potong2 sesuai selera, celupkan dalam telur & gulingkan dalam tepung roti, simpan dalam freezer 30 menit. Lalu goreng. 🍱--",6,/id/resep/4472907-nugget-tempe-simple,papan tempe buah wortel butir telur kocok lepas siung bawang merah siung bawang putih batang daun bawang sdt garam tepung terigu merica tepung roti kaldu bubuk
10,Sarden ikan pindang tempe pedas adam manis,2 ikan pindang ukuran sedang/besar--1 papan tempe kecil iris serong--2 buah cabe keriting--6 cabe rawit--2 siung bawang putih iris--4 siung bawang merah iris--1 sachet saos pedas (saya merk ABC)--1 sdm saos tomat--2 sdt garam (sesuai selera)--1 sdm gula--2 tangkai daun bawang--1 ruas jahe--1 ruas lengkuas--1 lembar daun salam--1 buah tomat--,"Goreng ikan pindang yg sudah diberaihkan durinya dan tempe. Lalu sisihkan--Tumis irisan baput, bamer,cabe, tomat hingga agak layu--Tambahkan air hingga hampir mendidih tambahkan saos tomat,saos pedas,gula,garam--Masukkan tempe dan ikan oindang yg sudah digoreng sebelumnya.--Tes rasa dan tunggu hingga dirasa sudah cukup. Lalu sajikan--",4,/id/resep/4472680-sarden-ikan-pindang-tempe-pedas-adam-manis,ikan pindang ukur papan tempe iris serong buah cabai keriting cabai rawit siung bawang putih iris siung bawang merah iris sachet saos pedas merk abc sdm saos tomat sdt garam sesuai sdm gula tangkai daun bawang ruas jahe ruas lengkuas lembar daun salam buah tomat
11,Tempe Isi Kekinian,1 papan tempe bulat--1/4 tepung terigu--Garam--Gula--Merica--Ketumbar bubuk--Daun bawang--⤵ Isian tempe--5 buah cabe merah--10 buah cabe hijau--3 buah bawang merah--2 buah bawang putih--,"Potong tempe lalu buat lubang di tengah untuk isiannya--Ulek cabe,bawang sampai kasar atau halus sesuai selera--Siapkan tepung,merica,daun bawang diiris, garam dan aduk sampai rata. Lalu beri air secukupnya--Masukan hasil ulekan bawang dan cabe kedalam tempe yang sudah dilubangi.--Masukan tempe kedalam adonan terigu.--Panaskan minyak lalu goreng tempe sampai kecoklatan. Lalu tiriskan, tempe pun siap disajikan bersama nasi hangat atau jadi cemilan.--",1,/id/resep/4472038-tempe-isi-kekinian,papan tempe bulat tepung terigu garam gula merica ketumbar bubuk daun bawang isi tempe buah cabai merah buah cabai hijau buah bawang merah buah bawang putih
12,Sayur Lodeh Tempe Semangit (Bumbu Ulek),"1 buah labu siam, potong tipis--1 buah terong ungu, potong kecil--1 ikat kacang panjang, potong-potong--1 papan tempe semangit, potong kasar--1 bungkus santan kara cair--3 lembar daun salam--1 ruas lengkuas, geprek--1.5 sdm ebi, seduh, tiriskan--2 buah gula jawa, sisir halus--Sesuai selera garam dan gula--Bumbu Halus:--5 siung bawang merah--2 siung bawang putih--3 buah cabe merah--","Tumis ebi hingga setengah kering. Masukkan bumbu halus. Tumis hingga harum. Tambahkan daun salam dan lengkuas.--Masukkan air sesuai selera. Tambahkan santan cair. Masukkan gula jawa, garam, dan gula pasir. Aduk rata.--Setelah setengah mendidih masukkan kacang panjang dan labu siam. Setelah setengah empuk, masukkan terong dan tempe semangit. Biarkan hingga mendidih.--Matikan api setelah didapat kematangan yg diinginkan. Jangan lupa koreksi rasa. Sajikan dengan nasi hangat, sambal terasi, dan empal daging.--",6,/id/resep/4471934-sayur-lodeh-tempe-semangit-bumbu-ulek,buah labu siam potong tipis buah terong ungu potong ikat kacang potong potong papan tempe semangit potong kasar bungkus santan kara cair lembar daun salam ruas lengkuas geprek sdm ebi seduh tiris buah gula jawa sisir halus sesuai garam gula bumbu halus siung bawang merah siung bawang putih buah cabai merah
0,Lumpia udang kulit tahu ala fe',"50 gram ayam potong kotak kecil--200 gram udang besar potong kecil--1 lembar daun bawang iris halus--1/2 sendok teh garam halus/sesuai selera--1/2 sendok teh gula--1/4 sendok teh merica bubuk--1 sendok teh kecap ikan--1 sendok teh saus raja rasa--1 sendok teh saus tiram--1 sendok teh minyak wijen--1 sendok makan tepung sagu--1 sendok teh tepung terigu--1 butir telur ambil bagian putihnya saja, kocok lepas--2 lembar kembang tahu kering / kulit tahu direndam sebentar--","Campur ayam & udang dengan semua bumbu & daun bawang, aduk rata. Sesudah rata masukkan tepung sagu, terigu & putih telur. Aduk rata.--Isikan ke lembaran kulit kembang tahu & lipat seperti melipat lumpia, sambil dipadatkan agar rapi & bentuk agak pipih jangan terlalu bulat. Olesi putih telur diujung lipatan agar merekat rapat.--Kukus sekitar 15 menit hingga matang. Angkat dinginkan. Siap digoreng dengan api kecil sebentar. Anakku suka digoreng agak lama dengan kuning telur kocok sisa adonan tadi. Nanti jadi ada kayak jala2 crispynya yang gurih & kering. Angkat & tiriskan jika sudah digoreng matang.--Sajikan dengan dipotong diagonal (potong 2 serong). Siap disantap dengan saus sambal botol yang biasanya saya rebus dengan bawang goreng, cabe rawit iris, gula & sedikit air. Selamat mencoba.--",4,/id/resep/4448366-lumpia-udang-kulit-tahu-ala-fe,gram ayam potong kotak gram udang potong lembar daun bawang iris halus sendok teh garam halus sesuai sendok teh gula sendok teh merica bubuk sendok teh kecap ikan sendok teh saus raja sendok teh saus tiram sendok teh minyak wijen sendok makan tepung sagu sendok teh tepung terigu butir telur ambil putih kocok lepas lembar kembang kering kulit rendam sebentar
1,Bakso Ayam Udang Keto,"400 gr ayam giling--250 gr udang kupas--3 telur ayam utuh kocok--30 ml minyak goreng--1/2 sdt baking powder--secukupnya garam, lada--2 sdm bawang goreng haluskan--secukupnya Bawang merah & putih--1/2 sdt minyak wijen--Karageenan secukupnya (pengenyal)--Es batu 8 keping kotak--","Campur semua bahan dalam food processor, kecuali daun bawang dan minyak goreng.--Tuang dalam baskom lalu taburi daun bawang dan minyak goreng, uleni rata (gunakan sarung tangan). Lalu simpan 2 jam dlm kulkas.--Panaskan minyak di wajan dgn api sedang. Bulatkan adonan dengan menggunakan dua sendok. Lalu goreng sampai matang. Adonan akan mengembang saat di wajan, tapi kembali kempes stelah diangkat.--",2,/id/resep/4474544-bakso-ayam-udang-keto,gr ayam giling gr udang kupas telur ayam utuh kocok ml minyak goreng sdt baking powder garam lada sdm bawang goreng halus bawang merah putih sdt minyak wijen karageenan kenyal es batu keping kotak
2,Udang ala pop corn,1/4 kg udang basah ukuran sedang--1 bungkus kobe tepung ayam super crispy--secukupnya Air matang--Minyak untuk menggoreng--,"Buang kepala dan cangkang udang.--Cuci bersih udang.--Tepung bumbu dibagi jadi 2 adonan. Adonan basah dan adonan kering.--Masukkan udang ke dalam adonan tepung bumbu kering, gulirkan ke dlm tepung sambil ditekan2. Lalu masukkan ke dalam Tepung bumbu adonan basah gulirkan lagi sambil di tekan2, lalu masukkan lagi di adonan tepung bumbu kering Sambil ditekan2 agar tepung menempel sempurna.--Panaskan minyak goreng. Lalu goreng udang sampai kuning keemasan.--Angkat dan tiriskan.--Sajikan selagi hangat 😊--",2,/id/resep/4418156-udang-ala-pop-corn,udang basah ukur bungkus kobe tepung ayam super crispy air matang minyak goreng
3,Bakwan Udang Sederhana,1/2 kg Tepung terigu (sudah di ayak)--1/2 Udang segar--1 btr Telur--4 siung bawang putih--1 sdm garam--1/2 sdm picin--1/2 bks penyedap rasa--1/2 sdm Merica bubuk--1/2 Ltr Air putih es--Minyak Makan--Daun Bawang (cincang)--Wortel (potong potong kecil)--,"Haluskan bawang putih, garam, picin dan merica bubuk--Masukan bumbu yang dihalus kan ke dalam udang, masukkan tepung terigu dan air secukup nya (jangan terlalu kental)--Pecahkan telur kedalam adonan, masukan potongan wortel dan daun bawang aduk hingga merata--Panas kan minyak goreng, masuk kan adonan sedikit demi sedikit--Setelah matang tiris kan, nikmati dengan saus tomat. Yummy--",0,/id/resep/4475500-bakwan-udang-sederhana,tepung terigu ayak udang segar btr telur siung bawang putih sdm garam sdm picin bungkus sedap sdm merica bubuk ltr air putih es minyak makan daun bawang cincang wortel potong potong
4,Udang Goreng Tepung Mayonaise,300 gr udang (buang kepalanya)--Jeruk nipis--Tepung bumbu Kobe--Sedikit garam--Bahan saos:--Mayonaise 2 sachet @30 ml (saya pakai mayumi)--1-2 sdm saos sambal/tomat--1 sdm susu kental manis--,"Cuci bersih udang, tambahkan jeruk nipis supaya tidak amis dan sedikit garam (agar rasa udang sedikit gurih). Sisihkan.--Tuang tepung bumbu secukupnya dalam wadah beri sedikit air hingga tekstur kental. Dalam wadah lain tuang tepung bumbu yang kering (saya campur dengan 2 sdm tepung beras agar gorengan lebih kriuk).--Masukkan udang kedalam adonan cair tepung kemudian pindahkan ke dalam tepung kering. Tepuk2 ringan supaya tepung menempel. Lalu goreng dalam wajan berisi minyak panas sampai kecoklatan.--Saos Mayonaise --> campur semua bahan saos aduk rata. Koreksi rasa.--Sajikan udang goreng tepung dengan saos mayonaise (bisa dicocol atau disiram diatas udang).--Selamat menikmati ☺--",6,/id/resep/4474156-udang-goreng-tepung-mayonaise,gr udang buang kepala jeruk nipis tepung bumbu kobe garam bahan saos mayonaise sachet ml pakai mayumi sdm saos sambal tomat sdm susu kental manis
5,Udang saus asam manis,1 Kg Udang mutiara--7 siung bawang merah--4 siung bawang putih--4 buah cabai merah--3 ruas jahe--3 ruas lengkuas--5 sdm saus cabai--10 sdm saus tomat--2 sdm saus tiram--5 sdm minyak sayur--1 sdt lada bubuk--1 1/2 sdt Garam (secukupnya)--100 ml air--,"Iris bawang merah, bawang putih, jahe, lengkuas, dan cabai merah--Masukan minyak dan bahan yang telah diiris, tumis hingga harum--Masukkan saus tiram, saus cabai dan saus tomat.--Masukan udang. Tambahkan garam dan lada bubuk.--Masukan air matang, aduk rata. Tunggu hingga matang.--Sajikan.--",0,/id/resep/4443123-udang-saus-asam-manis,udang mutiara siung bawang merah siung bawang putih buah cabai merah ruas jahe ruas lengkuas sdm saus cabai sdm saus tomat sdm saus tiram sdm minyak sayur sdt lada bubuk sdt garam ml air
6,Tekwan Kuah Udang,Untuk Tekwan :--1/4 ekor ikan tenggiri 🌸--2 butir putih telur 🌸--1 sdm kaldu bubuk 🌸--2 sdt garam 🌸--1 sdt gula (aku pakai brown sugar) 🌸--1 sdt lada 🌸--100 ml air dingin 🌸--20 ml minyak sayur 🌸--200 g tepung kanji 🌸--1 liter Air untuk merebus--2 sdm minyak sayur untuk rebusan--Untuk Kuah Tekwan :--1/2 kg Udang--10 butir bawang putih--10 buah Jamur kuping--Bahan Tambahan :--Bihun \ soun--Daun bawang--Sambal cair--,"Untuk membuat tekwan, rebus air dengan 2sdm minyak sayur tunggu hingga mendidih. Campur semua bahan 🌸 aduk rata. Bulat- bulatkan adonan lalu celupkan ke dalam air mendidih, tunggu hingga mengapung. Sisihkan.--Untuk Kuah tekwan, kupas udang pisahkan kulit dan kepala nya. Rebus kulit udang sebentar saja hingga mendidih.--Blender kepala udang dalam keadaan mentah, sisihkan.--Rebusan kulit udang tadi, buang kulitnya. Lalu, masukan blenderan kepala udang, udang potong dan tumisan bawang putih. Masak hingga 10 menit.--Tata dalam mangkuk. Bihun matang, tekwan, jamur. Lalu guyur kuah tekwan.--",5,/id/resep/4464484-tekwan-kuah-udang,tekwan ekor ikan tenggiri butir putih telur sdm kaldu bubuk sdt garam sdt gula pakai brown sugar sdt lada ml air dingin ml minyak sayur tepung kanji liter air rebus sdm minyak sayur rebus kuah tekwan udang butir bawang putih buah jamur kuping bahan tambah bihun soun daun bawang sambal cair
